Resource,ResourceId,ResourceType,ResourceGroupName,ResourceGroupId,ResourceLocation,SubscriptionName,SubscriptionId,Tags,ServiceName,Meter,PartNumber,Cost,CostUSD,Currency
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Class 2 Operations,N9H-00799,0.115448299,0.115448299,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,LRS Write Operations,N9H-00819,0.06774924,0.06774924,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Batch Write Operations,N9H-00758,0.028932958,0.028932958,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Scan Operations,N9H-00807,0.009905014,0.009905014,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Read Operations,N9H-00821,0.008092918,0.008092918,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Protocol Operations,N9H-00721,0.008068944,0.008068944,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Read Operations,N9H-00805,0.001061574,0.001061574,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,LRS Data Stored,N9H-00074,0.000803456,0.000803456,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,LRS Class 1 Operations,AAA-70078,0.000709413,0.000709413,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Write Operations,N9H-00809,0.000706643,0.000706643,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,LRS Write Operations,N9H-00825,0.000191805,0.000191805,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Read Operations,N9H-00797,0.000046176,0.000046176,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,LRS List and Create Container Operations,N9H-00743,9.62E-06,9.62E-06,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Storage,Delete Operations,N9H-00801,3.74E-08,3.74E-08,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Bandwidth,Standard Data Transfer In,Q5H-00017,0,0,USD
cdiouzimaa371,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.storage/storageaccounts/cdiouzimaa371,Storage account,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""cdiouzima\"":\""\""""]",Bandwidth,Standard Data Transfer Out,Q5H-00003,0,0,USD
uzima_ml_workspace,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace,microsoft.machinelearningservices/workspaces,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace\"""",""\""amlresourcetype\"":\""provisioner.vm\"""",""\""computetype\"":\""compute instance\"""",""\""ms.inv.v0.security.ownerrole\"":\""all\"""",""\""ms.inv.v0.backedby.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""skipasmazsecpackautoconfig\"":\""true\"""",""\""platformsettings.host_environment.service.platform_optedin_for_rootcerts\"":\""true\"""",""\""amlresourcetype\"":\""managedstorage\"""",""\""openai\"":\""false\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/4d7b880a-f27d-41c9-a6d0-145638d1bef6\"""",""\""ms.inv.v0.backedby.origin.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""computetype\"":\""serverless compute\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/51b65265-e82d-4280-9f5f-13bb5b19b030\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/b3130a46-3810-41a4-b2d4-76330a140d9f\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a7330bcd-c80e-4f2b-92a4-50bb952c2234\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a88ef9d8-b1aa-4f5a-ab96-db32456b87d3\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/bdaf2507-7fa7-41f6-b56d-e996857e78fb\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/52f29719-07e5-4e48-a3c4-55fa4d2acadd\""""]",Azure Synapse Analytics,vCore,AAF-90657,34.74053659,34.74053659,USD
uzima_ml_workspace,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace,microsoft.machinelearningservices/workspaces,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace\"""",""\""amlresourcetype\"":\""provisioner.vm\"""",""\""computetype\"":\""compute instance\"""",""\""ms.inv.v0.security.ownerrole\"":\""all\"""",""\""ms.inv.v0.backedby.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""skipasmazsecpackautoconfig\"":\""true\"""",""\""platformsettings.host_environment.service.platform_optedin_for_rootcerts\"":\""true\"""",""\""amlresourcetype\"":\""managedstorage\"""",""\""openai\"":\""false\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/4d7b880a-f27d-41c9-a6d0-145638d1bef6\"""",""\""ms.inv.v0.backedby.origin.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""computetype\"":\""serverless compute\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/51b65265-e82d-4280-9f5f-13bb5b19b030\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/b3130a46-3810-41a4-b2d4-76330a140d9f\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a7330bcd-c80e-4f2b-92a4-50bb952c2234\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a88ef9d8-b1aa-4f5a-ab96-db32456b87d3\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/bdaf2507-7fa7-41f6-b56d-e996857e78fb\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/52f29719-07e5-4e48-a3c4-55fa4d2acadd\""""]",Storage,P10 LRS Disk,AAD-18188,11.73799879,11.73799879,USD
uzima_ml_workspace,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace,microsoft.machinelearningservices/workspaces,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace\"""",""\""amlresourcetype\"":\""provisioner.vm\"""",""\""computetype\"":\""compute instance\"""",""\""ms.inv.v0.security.ownerrole\"":\""all\"""",""\""ms.inv.v0.backedby.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""skipasmazsecpackautoconfig\"":\""true\"""",""\""platformsettings.host_environment.service.platform_optedin_for_rootcerts\"":\""true\"""",""\""amlresourcetype\"":\""managedstorage\"""",""\""openai\"":\""false\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/4d7b880a-f27d-41c9-a6d0-145638d1bef6\"""",""\""ms.inv.v0.backedby.origin.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""computetype\"":\""serverless compute\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/51b65265-e82d-4280-9f5f-13bb5b19b030\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/b3130a46-3810-41a4-b2d4-76330a140d9f\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a7330bcd-c80e-4f2b-92a4-50bb952c2234\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a88ef9d8-b1aa-4f5a-ab96-db32456b87d3\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/bdaf2507-7fa7-41f6-b56d-e996857e78fb\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/52f29719-07e5-4e48-a3c4-55fa4d2acadd\""""]",Virtual Machines,E4ds v4,AAF-35095,7.992885222,7.992885222,USD
uzima_ml_workspace,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace,microsoft.machinelearningservices/workspaces,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace\"""",""\""amlresourcetype\"":\""provisioner.vm\"""",""\""computetype\"":\""compute instance\"""",""\""ms.inv.v0.security.ownerrole\"":\""all\"""",""\""ms.inv.v0.backedby.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""skipasmazsecpackautoconfig\"":\""true\"""",""\""platformsettings.host_environment.service.platform_optedin_for_rootcerts\"":\""true\"""",""\""amlresourcetype\"":\""managedstorage\"""",""\""openai\"":\""false\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/4d7b880a-f27d-41c9-a6d0-145638d1bef6\"""",""\""ms.inv.v0.backedby.origin.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""computetype\"":\""serverless compute\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/51b65265-e82d-4280-9f5f-13bb5b19b030\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/b3130a46-3810-41a4-b2d4-76330a140d9f\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a7330bcd-c80e-4f2b-92a4-50bb952c2234\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a88ef9d8-b1aa-4f5a-ab96-db32456b87d3\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/bdaf2507-7fa7-41f6-b56d-e996857e78fb\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/52f29719-07e5-4e48-a3c4-55fa4d2acadd\""""]",Virtual Network,Standard IPv4 Static Public IP,AAA-21860,2.122406,2.122406,USD
uzima_ml_workspace,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace,microsoft.machinelearningservices/workspaces,cdiouzima,/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima,EU North,Microsoft Azure Enterprise,a5d4ffbe-d287-4dd1-86c9-f1214fe751d6,"[""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace\"""",""\""amlresourcetype\"":\""provisioner.vm\"""",""\""computetype\"":\""compute instance\"""",""\""ms.inv.v0.security.ownerrole\"":\""all\"""",""\""ms.inv.v0.backedby.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""skipasmazsecpackautoconfig\"":\""true\"""",""\""platformsettings.host_environment.service.platform_optedin_for_rootcerts\"":\""true\"""",""\""amlresourcetype\"":\""managedstorage\"""",""\""openai\"":\""false\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/4d7b880a-f27d-41c9-a6d0-145638d1bef6\"""",""\""ms.inv.v0.backedby.origin.tenantid\"":\""4fde8ff3-4dd5-42e1-a25a-e42905610d66\"""",""\""computetype\"":\""serverless compute\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/51b65265-e82d-4280-9f5f-13bb5b19b030\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/b3130a46-3810-41a4-b2d4-76330a140d9f\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a7330bcd-c80e-4f2b-92a4-50bb952c2234\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/a88ef9d8-b1aa-4f5a-ab96-db32456b87d3\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/bdaf2507-7fa7-41f6-b56d-e996857e78fb\"""",""\""ms.inv.v0.backedby.origin.sourcearmid.0\"":\""/subscriptions/a5d4ffbe-d287-4dd1-86c9-f1214fe751d6/resourcegroups/cdiouzima/providers/microsoft.machinelearningservices/workspaces/uzima_ml_workspace/computes/52f29719-07e5-4e48-a3c4-55fa4d2acadd\""""]",Load Balancer,Standard Included LB Rules and Outbound Rules,AAA-21856,0.296544444,0.296544444,USD
